t,duty,Vs,omega,theta,u
10.67,50,12,500,45.283332,6
10.68,50,12,500,45.366664,6
10.69,50,12,500,45.45,6
10.7,50,12,450,45.525001,6
10.71,50,12,500,45.608333,6
10.72,50,12,500,45.691665,6
10.73,50,12,500,45.775001,6
10.74,50,12,500,45.858333,6
10.75,50,12,450,45.933334,6
10.76,50,12,500,46.016666,6
10.77,50,12,500,46.099998,6
10.78,50,12,500,46.183334,6
10.79,50,12,450,46.258335,6
10.8,50,12,500,46.341667,6
10.81,50,12,500,46.424999,6
10.82,50,12,500,46.508335,6
10.83,50,12,450,46.583332,6
10.84,50,12,500,46.666667,6
10.85,50,12,500,46.75,6
10.86,50,12,500,46.833332,6
10.871,50,12,454.545471,46.916667,6
10.881,50,12,500,47,6
10.891,50,12,500,47.083332,6
10.901,50,12,500,47.166667,6
10.911,50,12,500,47.25,6
10.921,50,12,450,47.325,6
10.931,50,12,500,47.408332,6
10.941,50,12,500,47.491664,6
10.951,50,12,500,47.575,6
10.961,50,12,450,47.650001,6
10.971,50,12,500,47.733333,6
10.981,50,12,500,47.816665,6
10.991,50,12,500,47.900001,6
11.001,50,12,450,47.974998,6
11.011,50,12,500,48.058334,6
11.021,50,12,500,48.141666,6
11.031,50,12,500,48.224998,6
11.042,50,12,454.545471,48.308334,6
11.052,50,12,500,48.391666,6
11.062,50,12,500,48.474998,6
11.072,50,12,500,48.558334,6
11.082,50,12,500,48.641666,6
11.092,50,12,450,48.716667,6
11.102,50,12,500,48.799999,6
11.112,50,12,500,48.883335,6
11.122,50,12,500,48.966667,6
11.132,50,12,450,49.041667,6
11.142,50,12,500,49.125,6
11.152,50,12,500,49.208332,6
11.162,50,12,500,49.291667,6
11.172,50,12,450,49.366664,6
11.182,50,12,500,49.45,6
11.192,50,12,500,49.533332,6
11.202,50,12,500,49.616664,6
11.212,50,12,450,49.691665,6
11.222,50,12,500,49.775001,6
11.232,50,12,500,49.858333,6
11.242,50,12,500,49.941665,6
11.252,50,12,500,50.025001,6
11.262,50,12,450,50.099998,6
11.272,50,12,500,50.183334,6
11.282,50,12,500,50.266666,6
11.292,50,12,500,50.349998,6
11.302,50,12,450,50.424999,6
11.312,50,12,500,50.508335,6
11.322,50,12,500,50.591667,6
11.332,50,12,500,50.674999,6
11.342,50,12,450,50.75,6
11.352,50,12,500,50.833332,6
11.362,50,12,500,50.916667,6
11.372,50,12,500,51,6
11.383,50,12,454.545471,51.083332,6
11.393,50,12,500,51.166667,6
11.403,50,12,500,51.25,6
11.413,50,12,500,51.333332,6
11.423,50,12,500,51.416667,6
11.433,50,12,450,51.491664,6
11.443,50,12,500,51.575,6
11.453,50,12,500,51.658332,6
11.463,50,12,500,51.741664,6
11.473,50,12,450,51.816665,6
11.483,50,12,500,51.900001,6
11.493,50,12,500,51.983333,6
11.503,50,12,500,52.066665,6
11.513,50,12,450,52.141666,6
11.523,50,12,500,52.224998,6
11.533,50,12,500,52.308334,6
11.543,50,12,500,52.391666,6
11.554,50,12,454.545471,52.474998,6
11.564,50,12,500,52.558334,6
11.574,50,12,500,52.641666,6
11.584,50,12,450,52.716667,6
11.594,50,12,500,52.799999,6
11.604,50,12,450,52.875,6
11.614,50,12,500,52.958332,6
11.624,50,12,500,53.041667,6
11.634,50,12,500,53.125,6
11.644,50,12,450,53.2,6
11.654,50,12,500,53.283332,6
11.664,50,12,500,53.366664,6
11.674,50,12,500,53.45,6
11.684,50,12,450,53.525001,6
11.694,50,12,500,53.608333,6
11.704,50,12,500,53.691665,6
11.714,50,12,500,53.775001,6
11.724,50,12,450,53.849998,6
11.734,50,12,500,53.933334,6
11.744,50,12,500,54.016666,6
11.754,50,12,500,54.099998,6
11.764,50,12,500,54.183334,6
11.774,50,12,450,54.258335,6
11.784,50,12,500,54.341667,6
11.794,50,12,500,54.424999,6
11.804,50,12,500,54.508335,6
11.814,50,12,450,54.583332,6
11.824,50,12,500,54.666667,6
11.834,50,12,500,54.75,6
11.844,50,12,500,54.833332,6
11.854,50,12,450,54.908332,6
11.864,50,12,500,54.991664,6
11.874,50,12,500,55.075,6
11.884,50,12,500,55.158332,6
11.895,50,12,454.545471,55.241664,6
11.905,50,12,500,55.325,6
11.915,50,12,500,55.408332,6
11.925,50,12,500,55.491664,6
11.935,50,12,500,55.575,6
11.945,50,12,450,55.650001,6
11.955,50,12,500,55.733333,6
11.965,50,12,500,55.816665,6
11.975,50,12,500,55.900001,6
11.985,50,12,450,55.974998,6
11.995,50,12,500,56.058334,6
12.005,50,12,500,56.141666,6
12.015,50,12,500,56.224998,6
12.025,50,12,450,56.299999,6
12.035,50,12,500,56.383335,6
12.045,50,12,500,56.466667,6
12.055,50,12,500,56.549999,6
12.066,50,12,454.545471,56.633335,6
12.076,50,12,500,56.716667,6
12.086,50,12,500,56.799999,6
12.096,50,12,500,56.883335,6
12.106,50,12,500,56.966667,6
12.116,50,12,450,57.041667,6
12.126,50,12,500,57.125,6
12.136,50,12,500,57.208332,6
12.146,50,12,500,57.291667,6
12.156,50,12,450,57.366664,6
12.166,50,12,500,57.45,6
12.176,50,12,500,57.533332,6
12.186,50,12,500,57.616664,6
12.196,50,12,450,57.691665,6
12.206,50,12,500,57.775001,6
12.216,50,12,500,57.858333,6
12.226,50,12,500,57.941665,6
12.236,50,12,450,58.016666,6
12.246,50,12,500,58.099998,6
12.256,50,12,500,58.183334,6
12.266,50,12,500,58.266666,6
12.276,50,12,500,58.349998,6
12.286,50,12,450,58.424999,6
12.296,50,12,500,58.508335,6
12.306,50,12,500,58.591667,6
12.316,50,12,500,58.674999,6
12.326,50,12,450,58.75,6
12.336,50,12,500,58.833332,6
12.346,50,12,500,58.916667,6
12.356,50,12,500,59,6
12.366,50,12,450,59.075,6
12.376,50,12,500,59.158332,6
12.386,50,12,500,59.241664,6
12.396,50,12,500,59.325,6
12.407,50,12,454.545471,59.408332,6
12.417,50,12,500,59.491664,6
12.427,50,12,500,59.575,6
12.437,50,12,500,59.658332,6
12.447,50,12,500,59.741664,6
12.457,50,12,450,59.816665,6
12.467,50,12,500,59.900001,6
12.477,50,12,500,59.983333,6
12.487,50,12,500,60.066665,6
12.497,50,12,450,60.141666,6
12.507,50,12,500,60.224998,6
12.517,50,12,500,60.308334,6
12.527,50,12,500,60.391666,6
12.537,50,12,450,60.466667,6
12.547,50,12,500,60.549999,6
12.557,50,12,500,60.633335,6
12.567,50,12,500,60.716667,6
12.578,50,12,454.545471,60.799999,6
12.588,50,12,500,60.883335,6
12.598,50,12,500,60.966667,6
12.608,50,12,500,61.049999,6
12.618,50,12,500,61.133335,6
12.628,50,12,450,61.208332,6
12.638,50,12,500,61.291667,6
12.648,50,12,500,61.375,6
12.658,50,12,500,61.458332,6
12.668,50,12,450,61.533332,6
12.678,50,12,500,61.616664,6
12.688,50,12,500,61.7,6
12.698,50,12,500,61.783332,6
12.708,50,12,450,61.858333,6
12.718,50,12,500,61.941665,6
12.728,50,12,500,62.025001,6
12.738,50,12,500,62.108333,6
12.748,50,12,450,62.183334,6
12.758,50,12,500,62.266666,6
12.768,50,12,500,62.349998,6
12.778,50,12,500,62.433334,6
12.788,50,12,500,62.516666,6
12.798,50,12,450,62.591667,6
12.808,50,12,500,62.674999,6
12.818,50,12,500,62.758335,6
12.828,50,12,500,62.841667,6
12.838,50,12,450,62.916667,6
12.848,50,12,500,63,6
12.858,50,12,500,63.083332,6
12.868,50,12,500,63.166667,6
12.878,50,12,450,63.241664,6
12.888,50,12,500,63.325,6
12.898,50,12,500,63.408332,6
12.908,50,12,500,63.491664,6
12.919,50,12,454.545471,63.575,6
12.929,50,12,500,63.658332,6
12.939,50,12,500,63.741664,6
12.949,50,12,500,63.825,6
12.959,50,12,500,63.908332,6
12.969,50,12,450,63.983333,6
12.979,50,12,500,64.066665,6
12.989,50,12,500,64.150001,6
12.999,50,12,500,64.233329,6
13.009,50,12,450,64.308334,6
13.019,50,12,500,64.39167,6
13.029,50,12,500,64.474998,6
13.039,50,12,500,64.558334,6
13.049,50,12,450,64.633331,6
13.059,50,12,500,64.716667,6
13.069,50,12,500,64.800003,6
13.079,50,12,500,64.883331,6
13.09,50,12,454.545471,64.966667,6
13.1,50,12,500,65.050003,6
13.11,50,12,500,65.133331,6
13.12,50,12,500,65.216667,6
13.13,50,12,500,65.300003,6
13.14,50,12,450,65.375,6
13.15,50,12,500,65.458335,6
13.16,50,12,500,65.541664,6
13.17,50,12,500,65.625,6
13.18,50,12,450,65.699996,6
13.19,50,12,500,65.783332,6
13.2,50,12,500,65.866668,6
13.21,50,12,500,65.949996,6
13.22,50,12,450,66.025001,6
13.23,50,12,500,66.108329,6
13.24,50,12,500,66.191665,6
13.25,50,12,500,66.275001,6
13.26,50,12,450,66.349998,6
13.27,50,12,500,66.433334,6
13.28,50,12,500,66.51667,6
13.29,50,12,500,66.599998,6
13.3,50,12,500,66.683334,6
13.31,50,12,450,66.758331,6
13.32,50,12,500,66.841667,6
13.33,50,12,500,66.925003,6
13.34,50,12,500,67.008331,6
13.35,50,12,450,67.083335,6
13.36,50,12,500,67.166664,6
13.37,50,12,500,67.25,6
13.38,50,12,500,67.333335,6
13.39,50,12,450,67.408332,6
13.4,50,12,500,67.491668,6
13.41,50,12,500,67.574996,6
13.42,50,12,500,67.658332,6
13.431,50,12,454.545471,67.741668,6
13.441,50,12,500,67.824996,6
13.451,50,12,500,67.908332,6
13.461,50,12,500,67.991668,6
13.471,50,12,500,68.074996,6
13.481,50,12,450,68.150001,6
13.491,50,12,500,68.233329,6
13.501,50,12,500,68.316665,6
13.511,50,12,500,68.400001,6
13.521,50,12,450,68.474998,6
13.531,50,12,500,68.558334,6
13.541,50,12,500,68.64167,6
13.551,50,12,500,68.724998,6
13.561,50,12,450,68.800003,6
13.571,50,12,500,68.883331,6
13.581,50,12,500,68.966667,6
13.591,50,12,500,69.050003,6
13.602,50,12,454.545471,69.133331,6
13.612,50,12,500,69.216667,6
13.622,50,12,500,69.300003,6
13.632,50,12,500,69.383331,6
13.642,50,12,500,69.466667,6
13.652,50,12,450,69.541664,6
13.662,50,12,500,69.625,6
13.672,50,12,500,69.708335,6
13.682,50,12,500,69.791664,6
13.692,50,12,450,69.866668,6
13.702,50,12,500,69.949996,6
13.712,50,12,500,70.033332,6
13.722,50,12,500,70.116668,6
13.732,50,12,450,70.191665,6
13.742,50,12,500,70.275001,6
13.752,50,12,500,70.358329,6
13.762,50,12,500,70.441665,6
13.772,50,12,450,70.51667,6
13.782,50,12,500,70.599998,6
13.792,50,12,500,70.683334,6
13.802,50,12,500,70.76667,6
13.812,50,12,500,70.849998,6
13.822,50,12,450,70.925003,6
13.832,50,12,500,71.008331,6
13.842,50,12,500,71.091667,6
13.852,50,12,500,71.175003,6
13.862,50,12,450,71.25,6
13.872,50,12,500,71.333335,6
13.882,50,12,500,71.416664,6
13.892,50,12,500,71.5,6
13.902,50,12,450,71.574996,6
13.912,50,12,500,71.658332,6
13.922,50,12,500,71.741668,6
13.932,50,12,500,71.824996,6
13.943,50,12,454.545471,71.908332,6
13.953,50,12,500,71.991668,6
13.963,50,12,500,72.074996,6
13.973,50,12,500,72.158332,6
13.983,50,12,500,72.241668,6
13.993,50,12,450,72.316665,6
14.003,50,12,500,72.400001,6
14.013,50,12,500,72.483329,6
14.023,50,12,500,72.566665,6
14.033,50,12,450,72.64167,6
14.043,50,12,500,72.724998,6
14.053,50,12,500,72.808334,6
14.063,50,12,500,72.89167,6
14.073,50,12,450,72.966667,6
14.083,50,12,500,73.050003,6
14.093,50,12,500,73.133331,6
14.103,50,12,500,73.216667,6
14.114,50,12,454.545471,73.300003,6
14.124,50,12,500,73.383331,6
14.134,50,12,500,73.466667,6
14.144,50,12,500,73.550003,6
14.154,50,12,500,73.633331,6
14.164,50,12,450,73.708335,6
14.174,50,12,500,73.791664,6
14.184,50,12,500,73.875,6
14.194,50,12,500,73.958335,6
14.204,50,12,450,74.033332,6
14.214,50,12,500,74.116668,6
14.224,50,12,500,74.199996,6
14.234,50,12,500,74.283332,6
14.244,50,12,450,74.358329,6
14.254,50,12,500,74.441665,6
14.264,50,12,500,74.525001,6
14.274,50,12,500,74.608329,6
14.284,50,12,450,74.683334,6
14.294,50,12,500,74.76667,6
14.304,50,12,500,74.849998,6
14.314,50,12,500,74.933334,6
14.324,50,12,500,75.01667,6
14.334,50,12,450,75.091667,6
14.344,50,12,500,75.175003,6
14.354,50,12,500,75.258331,6
14.364,50,12,500,75.341667,6
14.374,50,12,450,75.416664,6
14.384,50,12,500,75.5,6
14.394,50,12,500,75.583335,6
14.404,50,12,500,75.666664,6
14.414,50,12,450,75.741668,6
14.424,50,12,500,75.824996,6
14.434,50,12,500,75.908332,6
14.444,50,12,500,75.991668,6
14.455,50,12,454.545471,76.074996,6
14.465,50,12,500,76.158332,6
14.475,50,12,500,76.241668,6
14.485,50,12,500,76.324996,6
14.495,50,12,500,76.408332,6
14.505,50,12,450,76.483329,6
14.515,50,12,500,76.566665,6
14.525,50,12,500,76.650001,6
14.535,50,12,500,76.733329,6
14.545,50,12,450,76.808334,6
14.555,50,12,500,76.89167,6
14.565,50,12,500,76.974998,6
14.575,50,12,500,77.058334,6
14.585,50,12,450,77.133331,6
14.595,50,12,500,77.216667,6
14.605,50,12,500,77.300003,6
14.615,50,12,500,77.383331,6
14.626,50,12,454.545471,77.466667,6
14.636,50,12,450,77.541664,6
14.646,50,12,500,77.625,6
14.656,50,12,500,77.708335,6
14.666,50,12,500,77.791664,6
14.676,50,12,450,77.866668,6
14.686,50,12,500,77.949996,6
14.696,50,12,500,78.033332,6
14.706,50,12,500,78.116668,6
14.716,50,12,450,78.191665,6
14.726,50,12,500,78.275001,6
14.736,50,12,500,78.358329,6
14.746,50,12,500,78.441665,6
14.756,50,12,450,78.51667,6
14.766,50,12,500,78.599998,6
14.776,50,12,500,78.683334,6
14.786,50,12,500,78.76667,6
14.796,50,12,450,78.841667,6
14.806,50,12,500,78.925003,6
14.816,50,12,500,79.008331,6
14.826,50,12,500,79.091667,6
14.836,50,12,500,79.175003,6
14.846,50,12,450,79.25,6
14.856,50,12,500,79.333335,6
14.866,50,12,500,79.416664,6
14.876,50,12,500,79.5,6
14.886,50,12,450,79.574996,6
14.896,50,12,500,79.658332,6
14.906,50,12,500,79.741668,6
14.916,50,12,500,79.824996,6
14.926,50,12,450,79.900001,6
14.936,50,12,500,79.983329,6
14.946,50,12,500,80.066665,6
14.956,50,12,500,80.150001,6
14.967,50,12,454.545471,80.233329,6
14.977,50,12,500,80.316665,6
14.987,50,12,500,80.400001,6
14.997,50,12,500,80.483329,6
15.007,0,12,200,80.51667,0
15.017,0,12,0,80.51667,0
15.027,0,12,0,80.51667,0
15.037,0,12,0,80.51667,0
15.047,0,12,0,80.51667,0
15.057,0,12,0,80.51667,0
15.067,0,12,0,80.51667,0
15.077,0,12,0,80.51667,0
15.087,0,12,0,80.51667,0
15.097,0,12,0,80.51667,0
15.107,0,12,0,80.51667,0
15.117,0,12,0,80.51667,0
15.127,0,12,0,80.51667,0
15.138,0,12,0,80.51667,0
15.148,0,12,0,80.51667,0
15.158,0,12,0,80.51667,0
15.168,0,12,0,80.51667,0
15.178,0,12,0,80.51667,0
15.188,0,12,0,80.51667,0
15.198,0,12,0,80.51667,0
15.208,0,12,0,80.51667,0
15.218,0,12,0,80.51667,0
15.228,0,12,0,80.51667,0
15.238,0,12,0,80.51667,0
15.248,0,12,0,80.51667,0
15.258,0,12,0,80.51667,0
15.268,0,12,0,80.51667,0
15.278,0,12,0,80.51667,0
15.288,0,12,0,80.51667,0
15.298,0,12,0,80.51667,0
15.308,0,12,0,80.51667,0
15.318,0,12,0,80.51667,0
15.328,0,12,0,80.51667,0
15.338,0,12,0,80.51667,0
15.348,0,12,0,80.51667,0
15.358,0,12,0,80.51667,0
15.368,0,12,0,80.51667,0
15.378,0,12,0,80.51667,0
15.388,0,12,0,80.51667,0
15.398,0,12,0,80.51667,0
15.408,0,12,0,80.51667,0
15.418,0,12,0,80.51667,0
15.428,0,12,0,80.51667,0
15.438,0,12,0,80.51667,0
15.448,0,12,0,80.51667,0
15.458,0,12,0,80.51667,0
15.468,0,12,0,80.51667,0
15.479,0,12,0,80.51667,0
15.489,0,12,0,80.51667,0
15.499,0,12,0,80.51667,0
15.509,0,12,0,80.51667,0
15.519,0,12,0,80.51667,0
15.529,0,12,0,80.51667,0
15.539,0,12,0,80.51667,0
15.549,0,12,0,80.51667,0
15.559,0,12,0,80.51667,0
15.569,0,12,0,80.51667,0
15.579,0,12,0,80.51667,0
15.589,0,12,0,80.51667,0
15.599,0,12,0,80.51667,0
15.609,0,12,0,80.51667,0
15.619,0,12,0,80.51667,0
15.629,0,12,0,80.51667,0
15.639,0,12,0,80.51667,0
15.65,0,12,0,80.51667,0
15.66,0,12,0,80.51667,0
15.67,0,12,0,80.51667,0
15.68,0,12,0,80.51667,0
15.69,0,12,0,80.51667,0
15.7,0,12,0,80.51667,0
15.71,0,12,0,80.51667,0
15.72,0,12,0,80.51667,0
15.73,0,12,0,80.51667,0
15.74,0,12,0,80.51667,0
15.75,0,12,0,80.51667,0
15.76,0,12,0,80.51667,0
15.77,0,12,0,80.51667,0
15.78,0,12,0,80.51667,0
15.79,0,12,0,80.51667,0
15.8,0,12,0,80.51667,0
15.81,0,12,0,80.51667,0
15.82,0,12,0,80.51667,0
15.83,0,12,0,80.51667,0
15.84,0,12,0,80.51667,0
15.85,0,12,0,80.51667,0
15.86,0,12,0,80.51667,0
15.87,0,12,0,80.51667,0
15.88,0,12,0,80.51667,0
15.89,0,12,0,80.51667,0
15.9,0,12,0,80.51667,0
15.91,0,12,0,80.51667,0
15.92,0,12,0,80.51667,0
15.93,0,12,0,80.51667,0
15.94,0,12,0,80.51667,0
15.95,0,12,0,80.51667,0
15.96,0,12,0,80.51667,0
15.97,0,12,0,80.51667,0
15.98,0,12,0,80.51667,0
15.991,0,12,0,80.51667,0
16.001,0,12,0,80.51667,0
16.011,0,12,0,80.51667,0
16.021,0,12,0,80.51667,0
16.031,0,12,0,80.51667,0
16.041,0,12,0,80.51667,0
16.051,0,12,0,80.51667,0
16.061,0,12,0,80.51667,0
16.071,0,12,0,80.51667,0
16.081,0,12,0,80.51667,0
16.091,0,12,0,80.51667,0
16.101,0,12,0,80.51667,0
16.111,0,12,0,80.51667,0
16.121,0,12,0,80.51667,0
16.131,0,12,0,80.51667,0
16.141,0,12,0,80.51667,0
16.151,0,12,0,80.51667,0
16.162,0,12,0,80.51667,0
16.172,0,12,0,80.51667,0
16.182,0,12,0,80.51667,0
16.192,0,12,0,80.51667,0
16.202,0,12,0,80.51667,0
16.212,0,12,0,80.51667,0
16.222,0,12,0,80.51667,0
16.232,0,12,0,80.51667,0
16.242,0,12,0,80.51667,0
16.252,0,12,0,80.51667,0
16.262,0,12,0,80.51667,0
16.272,0,12,0,80.51667,0
16.282,0,12,0,80.51667,0
16.292,0,12,0,80.51667,0
16.302,0,12,0,80.51667,0
16.312,0,12,0,80.51667,0
16.322,0,12,0,80.51667,0
16.332,0,12,0,80.51667,0
16.342,0,12,0,80.51667,0
16.352,0,12,0,80.51667,0
16.362,0,12,0,80.51667,0
16.372,0,12,0,80.51667,0
16.382,0,12,0,80.51667,0
16.392,0,12,0,80.51667,0
16.402,0,12,0,80.51667,0
16.412,0,12,0,80.51667,0
16.422,0,12,0,80.51667,0
16.432,0,12,0,80.51667,0
16.442,0,12,0,80.51667,0
16.452,0,12,0,80.51667,0
16.462,0,12,0,80.51667,0
16.472,0,12,0,80.51667,0
16.482,0,12,0,80.51667,0
16.492,0,12,0,80.51667,0
16.503,0,12,0,80.51667,0
16.513,0,12,0,80.51667,0
16.523,0,12,0,80.51667,0
16.533,0,12,0,80.51667,0
16.543,0,12,0,80.51667,0
16.553,0,12,0,80.51667,0
16.563,0,12,0,80.51667,0
16.573,0,12,0,80.51667,0
16.583,0,12,0,80.51667,0
16.593,0,12,0,80.51667,0
16.603,0,12,0,80.51667,0
16.613,0,12,0,80.51667,0
16.623,0,12,0,80.51667,0
16.633,0,12,0,80.51667,0
16.643,0,12,0,80.51667,0
16.653,0,12,0,80.51667,0
16.663,0,12,0,80.51667,0
16.674,0,12,0,80.51667,0
16.684,0,12,0,80.51667,0
16.694,0,12,0,80.51667,0
16.704,0,12,0,80.51667,0
16.714,0,12,0,80.51667,0
16.724,0,12,0,80.51667,0
16.734,0,12,0,80.51667,0
16.744,0,12,0,80.51667,0
16.754,0,12,0,80.51667,0
16.764,0,12,0,80.51667,0
16.774,0,12,0,80.51667,0
16.784,0,12,0,80.51667,0
16.794,0,12,0,80.51667,0
16.804,0,12,0,80.51667,0
16.814,0,12,0,80.51667,0
16.824,0,12,0,80.51667,0
16.834,0,12,0,80.51667,0
16.844,0,12,0,80.51667,0
16.854,0,12,0,80.51667,0
16.864,0,12,0,80.51667,0
16.874,0,12,0,80.51667,0
16.884,0,12,0,80.51667,0
16.894,0,12,0,80.51667,0
16.904,0,12,0,80.51667,0
16.914,0,12,0,80.51667,0
16.924,0,12,0,80.51667,0
16.934,0,12,0,80.51667,0
16.944,0,12,0,80.51667,0
16.954,0,12,0,80.51667,0
16.964,0,12,0,80.51667,0
16.974,0,12,0,80.51667,0
16.984,0,12,0,80.51667,0
16.994,0,12,0,80.51667,0
17.004,0,12,0,80.51667,0
17.015,0,12,0,80.51667,0
17.025,0,12,0,80.51667,0
17.035,0,12,0,80.51667,0
17.045,0,12,0,80.51667,0
17.055,0,12,0,80.51667,0
17.065,0,12,0,80.51667,0
17.075,0,12,0,80.51667,0
17.085,0,12,0,80.51667,0
17.095,0,12,0,80.51667,0
17.105,0,12,0,80.51667,0
17.115,0,12,0,80.51667,0
17.125,0,12,0,80.51667,0
17.135,0,12,0,80.51667,0
17.145,0,12,0,80.51667,0
17.155,0,12,0,80.51667,0
17.165,0,12,0,80.51667,0
17.175,0,12,0,80.51667,0
17.186,0,12,0,80.51667,0
17.196,0,12,0,80.51667,0
17.206,0,12,0,80.51667,0
17.216,0,12,0,80.51667,0
17.226,0,12,0,80.51667,0
17.236,0,12,0,80.51667,0
17.246,0,12,0,80.51667,0
17.256,0,12,0,80.51667,0
17.266,0,12,0,80.51667,0
17.276,0,12,0,80.51667,0
17.286,0,12,0,80.51667,0
17.296,0,12,0,80.51667,0
17.306,0,12,0,80.51667,0
17.316,0,12,0,80.51667,0
17.326,0,12,0,80.51667,0
17.336,0,12,0,80.51667,0
17.346,0,12,0,80.51667,0
17.356,0,12,0,80.51667,0
17.366,0,12,0,80.51667,0
17.376,0,12,0,80.51667,0
17.386,0,12,0,80.51667,0
17.396,0,12,0,80.51667,0
17.406,0,12,0,80.51667,0
17.416,0,12,0,80.51667,0
17.426,0,12,0,80.51667,0
17.436,0,12,0,80.51667,0
17.446,0,12,0,80.51667,0
17.456,0,12,0,80.51667,0
17.466,0,12,0,80.51667,0
17.476,0,12,0,80.51667,0
17.486,0,12,0,80.51667,0
17.496,0,12,0,80.51667,0
17.506,0,12,0,80.51667,0
17.516,0,12,0,80.51667,0
17.527,0,12,0,80.51667,0
17.537,0,12,0,80.51667,0
17.547,0,12,0,80.51667,0
17.557,0,12,0,80.51667,0
17.567,0,12,0,80.51667,0
17.577,0,12,0,80.51667,0
17.587,0,12,0,80.51667,0
17.597,0,12,0,80.51667,0
17.607,0,12,0,80.51667,0
17.617,0,12,0,80.51667,0
17.627,0,12,0,80.51667,0
17.637,0,12,0,80.51667,0
17.647,0,12,0,80.51667,0
17.657,0,12,0,80.51667,0
17.667,0,12,0,80.51667,0
17.677,0,12,0,80.51667,0
17.687,0,12,0,80.51667,0
17.698,0,12,0,80.51667,0
17.708,0,12,0,80.51667,0
17.718,0,12,0,80.51667,0
17.728,0,12,0,80.51667,0
17.738,0,12,0,80.51667,0
17.748,0,12,0,80.51667,0
17.758,0,12,0,80.51667,0
17.768,0,12,0,80.51667,0
17.778,0,12,0,80.51667,0
17.788,0,12,0,80.51667,0
17.798,0,12,0,80.51667,0
17.808,0,12,0,80.51667,0
17.818,0,12,0,80.51667,0
17.828,0,12,0,80.51667,0
17.838,0,12,0,80.51667,0
17.848,0,12,0,80.51667,0
17.858,0,12,0,80.51667,0
17.868,0,12,0,80.51667,0
17.878,0,12,0,80.51667,0
17.888,0,12,0,80.51667,0
17.898,0,12,0,80.51667,0
17.908,0,12,0,80.51667,0
17.918,0,12,0,80.51667,0
17.928,0,12,0,80.51667,0
17.938,0,12,0,80.51667,0
17.948,0,12,0,80.51667,0
17.958,0,12,0,80.51667,0
17.968,0,12,0,80.51667,0
17.978,0,12,0,80.51667,0
17.988,0,12,0,80.51667,0
17.998,0,12,0,80.51667,0
18.008,0,12,0,80.51667,0
18.018,0,12,0,80.51667,0
18.028,0,12,0,80.51667,0
18.039,0,12,0,80.51667,0
18.049,0,12,0,80.51667,0
18.059,0,12,0,80.51667,0
18.069,0,12,0,80.51667,0
18.079,0,12,0,80.51667,0
18.089,0,12,0,80.51667,0
18.099,0,12,0,80.51667,0
18.109,0,12,0,80.51667,0
18.119,0,12,0,80.51667,0
18.129,0,12,0,80.51667,0
18.139,0,12,0,80.51667,0
18.149,0,12,0,80.51667,0
18.159,0,12,0,80.51667,0
18.169,0,12,0,80.51667,0
18.179,0,12,0,80.51667,0
18.189,0,12,0,80.51667,0
18.199,0,12,0,80.51667,0
18.21,0,12,0,80.51667,0
18.22,0,12,0,80.51667,0
18.23,0,12,0,80.51667,0
18.24,0,12,0,80.51667,0
18.25,0,12,0,80.51667,0
18.26,0,12,0,80.51667,0
18.27,0,12,0,80.51667,0
18.28,0,12,0,80.51667,0
18.29,0,12,0,80.51667,0
18.3,0,12,0,80.51667,0
18.31,0,12,0,80.51667,0
18.32,0,12,0,80.51667,0
18.33,0,12,0,80.51667,0
18.34,0,12,0,80.51667,0
18.35,0,12,0,80.51667,0
18.36,0,12,0,80.51667,0
18.37,0,12,0,80.51667,0
18.38,0,12,0,80.51667,0
18.39,0,12,0,80.51667,0
18.4,0,12,0,80.51667,0
18.41,0,12,0,80.51667,0
18.42,0,12,0,80.51667,0
18.43,0,12,0,80.51667,0
18.44,0,12,0,80.51667,0
18.45,0,12,0,80.51667,0
18.46,0,12,0,80.51667,0
18.47,0,12,0,80.51667,0
18.48,0,12,0,80.51667,0
18.49,0,12,0,80.51667,0
18.5,0,12,0,80.51667,0
18.51,0,12,0,80.51667,0
18.52,0,12,0,80.51667,0
18.53,0,12,0,80.51667,0
18.54,0,12,0,80.51667,0
18.551,0,12,0,80.51667,0
18.561,0,12,0,80.51667,0
18.571,0,12,0,80.51667,0
18.581,0,12,0,80.51667,0
18.591,0,12,0,80.51667,0
18.601,0,12,0,80.51667,0
18.611,0,12,0,80.51667,0
18.621,0,12,0,80.51667,0
18.631,0,12,0,80.51667,0
18.641,0,12,0,80.51667,0
18.651,0,12,0,80.51667,0
18.661,0,12,0,80.51667,0
18.671,0,12,0,80.51667,0
18.681,0,12,0,80.51667,0
18.691,0,12,0,80.51667,0
18.701,0,12,0,80.51667,0
18.711,0,12,0,80.51667,0
18.722,0,12,0,80.51667,0
18.732,0,12,0,80.51667,0
18.742,0,12,0,80.51667,0
18.752,0,12,0,80.51667,0
18.762,0,12,0,80.51667,0
18.772,0,12,0,80.51667,0
18.782,0,12,0,80.51667,0
18.792,0,12,0,80.51667,0
18.802,0,12,0,80.51667,0
18.812,0,12,0,80.51667,0
18.822,0,12,0,80.51667,0
18.832,0,12,0,80.51667,0
18.842,0,12,0,80.51667,0
18.852,0,12,0,80.51667,0
18.862,0,12,0,80.51667,0
18.872,0,12,0,80.51667,0
18.882,0,12,0,80.51667,0
18.892,0,12,0,80.51667,0
18.902,0,12,0,80.51667,0
18.912,0,12,0,80.51667,0
